usia_norm,kelas_norm,bmi_norm,kesepian_norm,khawatir_insomnia_norm,diserang_fisik_norm,perkelahian_fisik_norm,hari_dibully_norm,hari_merokok_norm,hari_minum_alkohol_norm,frek_mabuk_norm,mh_risk_score_norm,behavior_risk_score_norm,gender_bin,jenjang_bin,bmi_encoded,flag_perokok_bin,flag_alkohol_bin,flag_narkoba_bin,flag_dibully_bin,flag_diserang_bin,flag_aktif_fisik_bin,target
0.42857142857142855,0.4000000000000001,0.28131492980645845,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,1,1,0,0,0,0,1,0,0
0.42857142857142855,0.4000000000000001,0.14221978242892563,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0,1,0,0,0,0,0,1,0,0
0.5714285714285714,0.4000000000000001,0.41608829545665627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0,0,0,0,1,0
0.42857142857142855,0.4000000000000001,0.29801399808746654,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0
0.42857142857142855,0.4000000000000001,0.34444189637260325,0.0,0.0,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,1,1,2,0,0,0,1,1,0,0
0.5714285714285714,0.4000000000000001,0.27470041826188285,1.0,1.0,0.14285714285714285,0.0,0.33333333333333337,0.0,0.0,0.0,0.8333333333333333,0.0,0,1,1,0,0,0,1,1,1,1
0.5714285714285714,0.4000000000000001,0.12351632052005429,0.5,0.5,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,1,0,0,0,0,0,1,0,0
0.42857142857142855,0.4000000000000001,0.21924975287658532,0.0,0.5,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,1,1,0,0,0,0,1,0,0
0.42857142857142855,0.4000000000000001,0.12121110899635362,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0
0.42857142857142855,0.4000000000000001,0.13882653270069084,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,1,1,0,0,0,0,1,0,0,0
0.42857142857142855,0.4000000000000001,0.35613325203256363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0
0.42857142857142855,0.4000000000000001,0.3513011307868589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,1,2,0,0,0,0,0,0,1
0.42857142857142855,0.4000000000000001,0.18504506956016664,0.0,0.5,0.42857142857142855,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0,1,1,0,0,0,1,1,1,0
0.42857142857142855,0.4000000000000001,0.14129493370437635,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.11755334859767597,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.04835831428410592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.0,0.10020911767550411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.0972594797743992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
